candidate_id,rank,score,reasoning
CAND_0087316,60,0.7889759050607682,Matches core criteria with 4.1 YOE. Strong alignment in . High platform engagement with a 80% responsiveness metric.
CAND_0004402,61,0.7889759050607681,Matches core criteria with 6.0 YOE. Strong alignment in . High platform engagement with a 83% responsiveness metric.
CAND_0044890,62,0.7889759050607681,Matches core criteria with 5.0 YOE. Strong alignment in . High platform engagement with a 79% responsiveness metric.
CAND_0094165,63,0.7886257874965669,Matches core criteria with 5.8 YOE. Strong alignment in . High platform engagement with a 78% responsiveness metric.
CAND_0001940,64,0.7883323684334754,Matches core criteria with 4.3 YOE. Strong alignment in . High platform engagement with a 87% responsiveness metric.
CAND_0062413,65,0.7883323684334754,Matches core criteria with 6.6 YOE. Strong alignment in . High platform engagement with a 71% responsiveness metric.
CAND_0094482,66,0.7874500320553779,Matches core criteria with 6.4 YOE. Strong alignment in . High platform engagement with a 85% responsiveness metric.
CAND_0007412,67,0.7874259305000306,Matches core criteria with 7.4 YOE. Strong alignment in . High platform engagement with a 76% responsiveness metric.
CAND_0031143,68,0.7869545838832855,Matches core criteria with 5.5 YOE. Strong alignment in . High platform engagement with a 84% responsiveness metric.
CAND_0054123,69,0.7865665063261985,Matches core criteria with 4.7 YOE. Strong alignment in . High platform engagement with a 87% responsiveness metric.
CAND_0098952,70,0.7864017585515978,Matches core criteria with 5.5 YOE. Strong alignment in . High platform engagement with a 66% responsiveness metric.
CAND_0010603,71,0.7861821475028992,Matches core criteria with 5.3 YOE. Strong alignment in . High platform engagement with a 94% responsiveness metric.
CAND_0093763,72,0.7855985730886459,Matches core criteria with 5.0 YOE. Strong alignment in . High platform engagement with a 92% responsiveness metric.
CAND_0093193,73,0.7855851120948791,Matches core criteria with 7.9 YOE. Strong alignment in . High platform engagement with a 61% responsiveness metric.
CAND_0076995,74,0.7851146852970123,Matches core criteria with 4.4 YOE. Strong alignment in . High platform engagement with a 73% responsiveness metric.
CAND_0096655,75,0.7843027497529985,Matches core criteria with 5.9 YOE. Strong alignment in . High platform engagement with a 80% responsiveness metric.
CAND_0053527,76,0.7839406359195709,Matches core criteria with 7.0 YOE. Strong alignment in . High platform engagement with a 81% responsiveness metric.
CAND_0098846,77,0.7839038512706757,Matches core criteria with 7.6 YOE. Strong alignment in . High platform engagement with a 62% responsiveness metric.
CAND_0053076,78,0.7836540763378145,Matches core criteria with 4.8 YOE. Strong alignment in . High platform engagement with a 78% responsiveness metric.
CAND_0044222,79,0.7832018362283707,Matches core criteria with 7.7 YOE. Strong alignment in . High platform engagement with a 60% responsiveness metric.
CAND_0021410,80,0.7830438368320466,Matches core criteria with 4.0 YOE. Strong alignment in . High platform engagement with a 80% responsiveness metric.
CAND_0070525,81,0.7825856387615203,Matches core criteria with 5.4 YOE. Strong alignment in . High platform engagement with a 93% responsiveness metric.
CAND_0013111,82,0.7825405387878418,Matches core criteria with 4.2 YOE. Strong alignment in . High platform engagement with a 70% responsiveness metric.
CAND_0032271,83,0.782214195728302,Matches core criteria with 6.6 YOE. Strong alignment in . High platform engagement with a 79% responsiveness metric.
CAND_0023093,84,0.7817865604162215,Matches core criteria with 5.1 YOE. Strong alignment in . High platform engagement with a 84% responsiveness metric.
CAND_0063862,85,0.7817865604162215,Matches core criteria with 5.3 YOE. Strong alignment in . High platform engagement with a 82% responsiveness metric.
CAND_0072410,86,0.7817865604162215,Matches core criteria with 4.9 YOE. Strong alignment in . High platform engagement with a 84% responsiveness metric.
CAND_0058575,87,0.781360769033432,Matches core criteria with 5.8 YOE. Strong alignment in . High platform engagement with a 69% responsiveness metric.
CAND_0053605,88,0.781358053445816,Matches core criteria with 6.9 YOE. Strong alignment in . High platform engagement with a 88% responsiveness metric.
CAND_0044248,89,0.7811554674506187,Matches core criteria with 6.9 YOE. Strong alignment in . High platform engagement with a 77% responsiveness metric.
CAND_0080472,90,0.7811554674506187,Matches core criteria with 4.4 YOE. Strong alignment in . High platform engagement with a 91% responsiveness metric.
CAND_0008239,91,0.7809387459754943,Matches core criteria with 4.0 YOE. Strong alignment in . High platform engagement with a 73% responsiveness metric.
CAND_0065139,92,0.780931877374649,Matches core criteria with 5.2 YOE. Strong alignment in . High platform engagement with a 82% responsiveness metric.
CAND_0018499,93,0.780817873597145,Matches core criteria with 7.2 YOE. Strong alignment in . High platform engagement with a 61% responsiveness metric.
CAND_0098217,94,0.7805306783914565,Matches core criteria with 6.4 YOE. Strong alignment in . High platform engagement with a 84% responsiveness metric.
CAND_0059017,95,0.7799663922786713,Matches core criteria with 6.8 YOE. Strong alignment in . High platform engagement with a 75% responsiveness metric.
CAND_0022812,96,0.7799493532180786,Matches core criteria with 4.5 YOE. Strong alignment in . High platform engagement with a 79% responsiveness metric.
CAND_0074735,97,0.7799493532180786,Matches core criteria with 5.5 YOE. Strong alignment in . High platform engagement with a 77% responsiveness metric.
CAND_0064256,98,0.7798965545296668,Matches core criteria with 6.4 YOE. Strong alignment in . High platform engagement with a 86% responsiveness metric.
CAND_0049771,99,0.7796495590209961,Matches core criteria with 5.0 YOE. Strong alignment in . High platform engagement with a 81% responsiveness metric.
CAND_0088354,100,0.7795187306404116,Matches core criteria with 6.5 YOE. Strong alignment in . High platform engagement with a 80% responsiveness metric.
